Date Local,pm25_aqi,ozone_aqi,AQI,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,winddirection_10m_dominant,dewpoint_2m_mean,relative_humidity_2m_mean,pressure_msl_mean,cloudcover_mean,shortwave_radiation_sum
2020-01-01,66.0,34.0,66.0,17.8,7.1,0.0,11.7,56,5.0,64,1016.4,37,11.14
2020-01-02,66.0,31.0,66.0,17.1,7.3,0.0,14.0,72,8.8,84,1014.9,59,11.29
2020-01-03,57.0,21.0,57.0,20.9,9.9,0.0,9.0,39,5.9,55,1022.8,79,11.83
2020-01-04,72.0,33.0,72.0,19.0,9.6,0.0,9.6,69,7.0,65,1026.2,60,11.96
2020-01-05,62.0,29.0,62.0,20.0,7.8,0.0,9.0,37,6.2,67,1024.6,81,11.48
2020-01-06,42.0,28.0,42.0,21.1,5.9,0.0,8.1,42,3.2,57,1024.4,0,12.64
2020-01-07,36.0,31.0,36.0,23.0,5.2,0.0,8.8,22,3.7,57,1019.6,65,11.32
2020-01-08,60.0,27.0,60.0,17.3,7.1,0.0,18.6,111,7.3,78,1015.9,29,12.11
2020-01-10,57.0,24.0,57.0,16.9,4.5,0.0,8.9,48,5.5,75,1022.3,10,12.38
2020-01-11,65.0,27.0,65.0,15.8,5.8,0.0,9.8,89,7.0,78,1020.7,35,10.63
2020-01-12,67.0,37.0,67.0,16.0,7.9,0.0,11.6,23,7.7,83,1018.6,19,12.16
2020-01-13,73.0,38.0,73.0,16.5,7.1,0.0,13.6,52,6.8,78,1019.1,21,12.65
2020-01-14,71.0,35.0,71.0,15.7,7.4,0.0,8.4,30,7.1,77,1019.3,42,10.65
2020-01-15,97.0,36.0,97.0,18.0,6.4,0.0,10.7,293,7.6,78,1016.4,39,12.72
2020-01-16,83.0,33.0,83.0,14.2,6.3,2.6,15.9,172,7.9,85,1017.4,72,6.67
2020-01-17,37.0,29.0,37.0,16.1,7.5,4.6,14.6,55,7.6,78,1022.1,68,12.03
2020-01-18,33.0,32.0,33.0,19.8,4.6,0.0,7.9,359,3.5,61,1022.0,45,12.56
2020-01-19,43.0,28.0,43.0,20.7,5.6,0.0,7.4,42,3.1,55,1019.0,59,10.02
2020-01-20,67.0,34.0,67.0,16.4,9.4,0.0,10.5,156,8.9,75,1018.1,96,5.4
2020-01-21,43.0,38.0,43.0,16.0,9.8,0.7,14.0,225,10.3,84,1020.5,78,7.9
2020-01-22,61.0,31.0,61.0,17.5,8.2,0.0,9.8,83,9.2,85,1021.7,34,12.76
2020-01-23,53.0,31.0,53.0,22.5,8.8,0.0,9.9,23,7.8,68,1019.1,32,13.5
2020-01-24,59.0,24.0,59.0,21.8,10.9,0.0,12.2,93,6.0,57,1015.9,56,13.5
2020-01-25,99.0,27.0,99.0,21.4,8.6,0.0,9.8,143,8.6,73,1017.3,36,13.34
2020-01-26,130.0,34.0,130.0,17.1,9.6,0.0,15.5,145,10.8,91,1020.7,65,8.24
2020-01-27,76.0,34.0,76.0,22.4,8.6,0.0,14.5,86,8.0,71,1022.0,34,13.48
2020-01-28,59.0,36.0,59.0,24.0,7.8,0.0,18.6,300,3.1,48,1020.1,10,14.4
2020-01-29,38.0,40.0,40.0,23.6,8.3,0.0,13.0,345,-0.9,37,1016.2,5,14.61
2020-01-30,43.0,28.0,43.0,23.8,7.7,0.0,12.6,14,-5.3,27,1018.8,41,13.77
2020-01-31,51.0,32.0,51.0,26.8,9.2,0.0,13.8,47,0.6,36,1022.3,28,14.9
2020-02-01,44.0,39.0,44.0,28.5,12.4,0.0,10.0,3,-0.7,28,1021.7,4,15.12
2020-02-02,54.0,36.0,54.0,22.5,13.6,0.3,15.9,157,4.8,48,1013.7,28,15.0
2020-02-03,19.0,40.0,40.0,17.3,7.9,0.0,37.4,333,-12.3,19,1011.6,16,15.5
2020-02-04,39.0,36.0,39.0,15.7,3.8,0.0,20.7,234,-15.6,17,1019.6,4,16.31
2020-02-05,30.0,31.0,31.0,17.5,2.0,0.0,13.9,245,-8.9,29,1021.6,34,15.63
2020-02-06,54.0,39.0,54.0,19.0,5.7,0.0,14.3,71,-1.4,43,1020.4,2,15.58
2020-02-08,76.0,49.0,76.0,21.1,6.6,0.0,15.8,189,6.9,72,1015.7,3,15.86
2020-02-09,61.0,32.0,61.0,15.2,9.6,2.7,17.3,96,8.5,80,1010.5,85,6.08
2020-02-10,35.0,36.0,36.0,23.0,8.6,0.3,17.4,261,0.1,41,1010.6,33,13.36
2020-02-11,40.0,43.0,43.0,21.7,7.0,0.0,19.2,275,-2.0,36,1015.6,2,16.98
2020-02-12,50.0,40.0,50.0,19.2,7.7,0.0,12.1,114,2.6,52,1018.5,4,16.5
2020-02-13,58.0,42.0,58.0,20.9,7.3,0.0,16.2,228,5.2,63,1017.9,32,16.69
2020-02-14,64.0,44.0,64.0,21.4,8.4,0.0,18.8,209,5.1,59,1018.1,8,16.92
2020-02-15,69.0,46.0,69.0,20.9,7.2,0.0,13.0,153,6.3,66,1020.9,8,16.92
2020-02-16,66.0,64.0,66.0,21.2,8.0,0.0,14.3,124,6.6,65,1019.1,3,16.5
2020-02-17,74.0,49.0,74.0,22.8,8.1,0.0,11.7,110,7.1,65,1014.2,39,17.02
2020-02-18,77.0,43.0,77.0,22.8,10.2,0.0,17.1,192,9.1,71,1015.1,68,14.61
2020-02-19,85.0,44.0,85.0,21.1,11.5,0.0,14.3,202,10.7,76,1017.4,29,16.15
2020-02-20,63.0,45.0,63.0,27.0,9.9,0.0,14.7,149,2.9,44,1017.9,1,18.05
2020-02-21,55.0,44.0,55.0,24.6,14.4,1.5,15.5,136,3.7,42,1016.2,37,13.98
2020-02-22,31.0,38.0,38.0,17.8,12.1,1.9,16.1,169,10.1,77,1017.2,67,13.82
2020-02-23,51.0,42.0,51.0,19.9,10.9,0.0,16.6,206,10.2,79,1023.4,34,14.32
2020-02-24,60.0,40.0,60.0,19.7,8.9,0.0,11.2,35,9.7,80,1022.1,12,17.47
2020-02-25,52.0,40.0,52.0,28.0,9.2,0.0,14.8,328,2.5,45,1021.6,0,19.05
2020-02-26,44.0,36.0,44.0,26.3,10.4,0.0,16.7,298,-4.4,25,1024.2,25,19.4
2020-02-27,44.0,37.0,44.0,30.0,10.5,0.0,11.0,17,-2.8,25,1020.7,90,17.62
2020-02-28,31.0,40.0,40.0,30.2,15.5,0.0,21.6,163,-3.3,22,1019.1,76,17.78
2020-02-29,46.0,45.0,46.0,22.2,12.9,0.0,16.9,162,8.0,59,1017.6,42,18.76
2020-03-01,38.0,43.0,43.0,15.4,10.8,1.6,22.0,186,6.8,67,1014.6,86,9.98
2020-03-02,24.0,40.0,40.0,22.0,8.1,1.3,23.3,300,-0.1,44,1011.6,23,19.51
2020-03-03,37.0,36.0,37.0,28.1,10.4,0.0,28.4,298,-3.3,27,1013.2,0,20.38
2020-03-04,63.0,37.0,63.0,24.1,10.3,0.0,17.0,148,8.3,63,1019.0,44,19.89
2020-03-05,62.0,47.0,62.0,24.8,10.6,0.0,17.9,233,10.3,72,1019.6,83,19.27
2020-03-06,71.0,41.0,71.0,22.7,10.8,0.0,17.5,173,10.9,77,1016.2,67,18.1
2020-03-07,18.0,36.0,36.0,17.8,11.2,1.6,22.4,212,9.1,75,1015.9,88,12.07
2020-03-08,14.0,36.0,36.0,18.9,9.9,1.3,19.4,220,7.4,68,1016.6,70,17.24
2020-03-09,19.0,31.0,31.0,23.0,9.2,0.0,31.9,106,4.3,52,1018.2,94,12.04
2020-03-10,22.0,24.0,24.0,18.1,13.3,28.6,21.7,109,13.1,87,1016.7,90,6.65
2020-03-11,21.0,35.0,35.0,19.6,13.6,7.4,10.7,146,12.7,82,1016.3,57,13.92
2020-03-12,39.0,27.0,39.0,17.1,11.5,16.6,25.0,242,11.8,86,1010.3,67,7.64
2020-03-13,29.0,31.0,31.0,15.7,11.8,24.7,13.7,118,11.5,91,1012.8,92,6.75
2020-03-14,34.0,36.0,36.0,16.2,10.9,5.4,11.8,153,11.1,88,1019.0,81,8.24
2020-03-15,24.0,40.0,40.0,16.9,10.9,1.4,18.2,223,9.2,77,1019.9,68,17.7
2020-03-16,33.0,34.0,34.0,15.6,10.3,11.3,27.8,160,9.0,81,1016.2,71,8.96
2020-03-17,22.0,38.0,38.0,13.9,5.5,0.4,10.3,303,6.5,79,1014.9,25,17.28
2020-03-18,25.0,41.0,41.0,16.1,5.0,0.0,21.8,255,4.3,69,1009.7,58,19.56
2020-03-19,26.0,40.0,40.0,14.9,7.2,4.0,15.1,128,7.4,80,1017.6,47,15.53
2020-03-20,21.0,38.0,38.0,16.8,9.2,1.5,12.7,110,8.6,77,1022.0,79,13.83
2020-03-21,17.0,42.0,42.0,17.3,11.1,2.2,14.7,224,9.9,77,1020.6,63,17.74
2020-03-22,19.0,40.0,40.0,19.6,10.1,19.2,15.7,124,9.9,78,1019.5,76,14.77
2020-03-23,14.0,40.0,40.0,16.7,11.2,8.6,19.8,242,10.5,82,1019.9,59,17.51
2020-03-24,21.0,39.0,39.0,17.4,9.2,1.0,16.6,226,9.2,80,1021.1,49,18.51
2020-03-25,13.0,40.0,40.0,15.8,10.4,1.1,21.5,238,8.3,75,1017.7,70,16.91
2020-03-26,16.0,42.0,42.0,15.5,4.9,1.0,26.0,271,4.0,67,1015.9,18,22.7
2020-03-27,29.0,43.0,43.0,17.2,4.8,0.0,25.6,244,3.7,66,1018.5,6,24.15
2020-03-28,38.0,45.0,45.0,18.5,7.8,0.0,15.8,162,6.2,66,1020.8,52,22.11
2020-03-29,46.0,45.0,46.0,18.1,8.2,0.6,18.2,244,8.4,76,1018.9,22,20.38
2020-03-30,38.0,44.0,44.0,22.4,7.8,0.0,19.1,47,8.5,72,1021.9,17,24.21
2020-03-31,51.0,58.0,58.0,25.4,10.9,0.0,17.3,145,7.5,54,1016.0,97,20.25
2020-04-01,53.0,51.0,53.0,24.0,11.2,0.0,17.7,172,10.5,70,1011.1,44,23.66
2020-04-02,52.0,45.0,52.0,22.9,12.9,0.1,20.9,174,10.3,69,1013.7,49,20.47
2020-04-03,54.0,45.0,54.0,21.6,10.9,0.0,19.3,220,8.8,68,1013.9,22,23.97
2020-04-04,54.0,46.0,54.0,20.8,11.8,0.5,20.1,173,10.0,73,1012.3,59,16.34
2020-04-05,18.0,32.0,32.0,18.1,12.2,2.7,18.1,208,8.9,70,1011.9,92,13.32
2020-04-06,9.0,36.0,36.0,16.0,11.8,31.7,18.3,185,10.9,85,1013.0,95,8.21
2020-04-07,18.0,36.0,36.0,16.1,10.3,13.8,20.0,113,10.1,87,1016.4,83,10.21
2020-04-08,14.0,40.0,40.0,14.9,9.3,11.6,14.8,154,8.5,82,1016.8,92,16.49
2020-04-09,10.0,31.0,31.0,12.6,9.7,19.4,17.1,87,8.6,87,1019.5,99,4.33
2020-04-10,14.0,38.0,38.0,15.6,9.4,8.9,19.5,56,7.8,77,1016.0,83,13.6
2020-04-11,34.0,43.0,43.0,21.0,7.8,0.0,19.1,166,10.3,82,1015.1,37,21.77
2020-04-12,31.0,33.0,33.0,16.5,11.8,2.4,14.8,140,11.6,86,1017.5,94,9.24
2020-04-13,23.0,36.0,36.0,17.4,11.4,0.1,19.3,237,11.4,84,1019.7,65,15.5
2020-04-14,45.0,44.0,45.0,22.8,10.2,0.0,18.3,252,11.5,81,1019.8,41,22.35
2020-04-15,41.0,54.0,54.0,25.1,8.4,0.0,17.3,231,7.2,57,1016.6,0,26.95
2020-04-16,53.0,51.0,53.0,22.1,11.2,0.0,15.0,148,10.9,75,1013.6,5,26.36
2020-04-17,31.0,36.0,36.0,19.2,11.4,0.6,13.6,179,11.1,81,1014.7,76,15.35
2020-04-18,28.0,36.0,36.0,19.0,11.9,1.7,19.9,222,11.0,78,1017.4,60,19.01
2020-04-19,29.0,38.0,38.0,19.2,9.9,0.0,18.0,228,10.2,77,1017.6,62,21.45
2020-04-20,43.0,38.0,43.0,18.5,11.1,0.3,15.3,212,11.2,79,1018.0,76,13.91
2020-04-21,51.0,41.0,51.0,23.6,11.8,0.0,25.7,226,10.9,72,1018.3,11,26.32
2020-04-22,52.0,61.0,61.0,31.4,10.6,0.0,27.9,297,9.4,56,1018.1,2,27.11
2020-04-23,60.0,51.0,60.0,33.1,14.2,0.0,20.9,209,9.5,44,1013.7,1,27.04
2020-04-24,56.0,80.0,80.0,36.3,14.9,0.0,21.3,253,8.6,40,1012.1,8,27.2
2020-04-25,57.0,166.0,166.0,34.2,16.8,0.0,16.1,154,11.5,47,1013.2,17,27.41
2020-04-26,62.0,129.0,129.0,31.6,15.7,0.0,17.7,196,12.6,57,1013.3,68,25.94
2020-04-27,57.0,87.0,87.0,28.6,15.1,0.0,18.5,183,12.9,63,1014.2,6,26.83
2020-04-28,61.0,100.0,100.0,30.8,15.8,0.0,18.6,208,13.9,66,1014.6,0,27.3
2020-04-29,69.0,54.0,69.0,28.0,14.3,0.0,18.1,207,14.8,79,1015.0,74,23.12
2020-04-30,63.0,54.0,63.0,26.1,14.9,0.0,17.6,208,14.7,78,1013.2,46,23.9
2020-05-01,54.0,49.0,54.0,27.7,14.7,0.0,17.2,163,13.0,69,1013.1,33,26.86
2020-05-02,53.0,48.0,53.0,27.0,14.2,0.0,21.2,185,12.4,69,1015.4,42,26.48
2020-05-03,52.0,38.0,52.0,26.4,13.4,0.0,21.8,191,12.3,70,1016.3,25,26.85
2020-05-04,60.0,90.0,90.0,29.1,12.4,0.0,16.3,144,11.2,62,1014.8,8,27.29
2020-05-05,59.0,87.0,87.0,33.0,17.1,0.0,19.6,230,7.7,38,1013.3,8,29.14
2020-05-06,57.0,159.0,159.0,34.9,18.3,0.0,21.0,200,5.1,30,1011.8,75,29.06
2020-05-07,62.0,201.0,201.0,35.6,17.9,0.0,19.8,209,7.7,35,1010.2,95,28.52
2020-05-08,71.0,136.0,136.0,31.5,15.2,0.0,17.9,197,13.5,63,1011.6,37,29.01
2020-05-09,68.0,93.0,93.0,27.1,15.1,0.0,16.8,219,14.1,73,1013.0,46,25.83
2020-05-10,58.0,67.0,67.0,24.5,14.0,0.1,17.4,227,13.3,75,1014.3,39,24.78
2020-05-11,48.0,51.0,51.0,24.3,13.9,0.0,20.6,233,11.5,68,1015.3,30,25.87
2020-05-12,29.0,33.0,33.0,22.7,12.3,0.0,26.7,225,10.9,67,1015.6,24,22.17
2020-05-13,37.0,42.0,42.0,24.8,13.1,0.0,19.3,213,9.9,62,1015.2,23,28.25
2020-05-14,48.0,42.0,48.0,27.0,13.4,0.0,28.3,178,11.3,63,1014.7,11,27.98
2020-05-15,52.0,51.0,52.0,26.8,14.4,0.0,19.6,196,12.1,64,1012.6,6,28.44
2020-05-16,54.0,74.0,74.0,29.7,14.9,0.0,18.9,214,11.7,57,1010.7,37,28.69
2020-05-17,52.0,49.0,52.0,28.0,15.0,0.0,18.6,199,13.5,67,1011.8,35,28.92
2020-05-18,19.0,34.0,34.0,21.8,15.2,5.1,22.7,238,13.7,76,1014.0,59,15.22
2020-05-19,31.0,39.0,39.0,22.3,12.4,0.0,22.4,232,9.8,65,1015.0,13,26.28
2020-05-20,39.0,42.0,42.0,23.9,11.9,0.0,23.6,224,10.2,64,1016.4,12,29.16
2020-05-21,53.0,77.0,77.0,29.5,12.4,0.0,21.8,237,7.7,47,1012.9,0,29.92
2020-05-22,55.0,48.0,55.0,26.6,14.4,0.0,19.5,158,12.4,68,1011.7,30,27.94
2020-05-23,56.0,51.0,56.0,25.0,14.6,0.0,21.3,201,11.8,66,1012.7,19,27.79
2020-05-24,65.0,77.0,77.0,28.2,13.1,0.0,19.6,196,12.4,68,1012.9,21,27.44
2020-05-25,67.0,67.0,67.0,29.6,14.6,0.0,17.5,199,12.5,63,1011.7,6,29.03
2020-05-26,62.0,87.0,87.0,31.9,14.6,0.0,21.7,203,12.3,61,1011.6,1,29.35
2020-05-27,60.0,93.0,93.0,29.5,14.8,0.0,17.3,196,12.9,65,1012.6,1,29.32
2020-05-28,52.0,58.0,58.0,26.6,13.9,0.0,17.1,215,13.7,74,1014.0,23,28.12
2020-05-29,28.0,31.0,31.0,24.8,14.9,0.0,15.5,213,13.6,75,1015.0,54,21.37
2020-05-30,24.0,32.0,32.0,25.8,13.9,0.0,26.8,246,12.4,69,1014.8,49,27.13
2020-05-31,42.0,44.0,44.0,26.2,14.1,0.1,18.5,212,12.6,68,1013.1,77,26.68
2020-06-01,52.0,48.0,52.0,31.9,16.0,0.0,24.9,222,12.2,56,1012.2,92,23.18
2020-06-02,58.0,61.0,61.0,32.0,16.2,0.0,15.6,179,13.0,58,1013.3,93,25.18
2020-06-03,58.0,105.0,105.0,37.0,16.3,0.0,24.0,200,12.5,53,1011.5,29,28.77
2020-06-04,58.0,61.0,61.0,28.0,16.2,0.0,15.3,160,13.9,67,1010.5,19,28.2
2020-06-05,33.0,29.0,33.0,24.3,16.8,2.0,16.2,186,13.3,69,1010.3,94,13.44
2020-06-06,38.0,37.0,38.0,24.4,16.2,0.2,17.8,209,11.9,63,1012.5,18,27.14
2020-06-07,43.0,44.0,44.0,27.4,14.3,0.0,30.2,251,6.8,50,1012.5,11,29.8
2020-06-08,26.0,54.0,54.0,32.2,16.5,0.0,29.0,316,-7.1,13,1014.3,17,31.35
2020-06-09,21.0,71.0,71.0,36.2,16.0,0.0,27.1,277,-9.1,10,1015.5,0,31.2
2020-06-10,50.0,140.0,140.0,37.3,19.8,0.0,21.8,211,-2.0,16,1013.2,0,31.08
2020-06-11,55.0,122.0,122.0,34.6,17.0,0.0,19.7,203,8.5,42,1014.8,0,30.83
2020-06-12,51.0,50.0,51.0,27.8,14.8,0.0,17.3,203,12.9,68,1016.5,27,29.69
2020-06-13,47.0,45.0,47.0,26.5,14.4,0.0,20.1,192,11.3,63,1013.7,5,29.53
2020-06-14,52.0,58.0,58.0,28.0,14.6,0.0,20.3,181,12.2,62,1012.1,8,28.13
2020-06-15,53.0,50.0,53.0,28.9,16.0,0.0,17.6,191,14.2,67,1013.1,24,28.15
2020-06-16,48.0,48.0,48.0,26.1,16.3,0.0,18.6,193,14.2,71,1013.5,40,26.25
2020-06-17,46.0,44.0,46.0,26.1,17.2,0.0,15.6,166,13.8,67,1013.4,39,23.53
2020-06-18,48.0,45.0,48.0,26.4,16.1,0.0,16.9,196,13.2,68,1013.7,34,25.5
2020-06-19,53.0,51.0,53.0,25.4,16.4,0.0,19.6,233,13.7,70,1013.6,63,25.42
2020-06-20,44.0,44.0,44.0,25.2,14.9,0.0,20.1,234,13.9,75,1015.5,50,24.13
2020-06-21,46.0,58.0,58.0,26.0,15.7,0.0,16.8,216,14.2,74,1014.4,48,25.15
2020-06-22,54.0,97.0,97.0,28.2,15.1,0.0,19.8,224,14.6,73,1014.1,23,26.81
2020-06-23,55.0,80.0,80.0,28.5,15.6,0.0,17.1,194,14.7,73,1013.0,58,27.32
2020-06-24,53.0,77.0,77.0,28.4,15.8,0.0,19.2,214,14.7,73,1010.6,86,26.19
2020-06-25,47.0,49.0,49.0,27.4,16.1,0.0,17.6,224,14.8,73,1010.5,61,24.88
2020-06-26,39.0,49.0,49.0,27.6,16.2,0.0,16.8,220,14.6,72,1012.0,25,27.64
2020-06-27,52.0,49.0,52.0,26.9,15.2,0.0,15.8,213,14.6,72,1012.0,27,26.68
2020-06-28,19.0,31.0,31.0,23.9,17.9,0.6,16.5,176,14.2,69,1010.4,95,17.86
2020-06-29,31.0,40.0,40.0,25.1,17.0,0.9,22.5,205,13.0,66,1011.2,57,21.15
2020-06-30,50.0,41.0,50.0,26.1,14.6,0.0,19.9,221,13.8,70,1013.0,19,26.37
2020-07-01,55.0,46.0,55.0,26.3,16.5,0.0,14.5,208,14.4,72,1011.9,45,23.93
2020-07-02,51.0,58.0,58.0,28.1,16.4,0.0,17.3,208,13.9,68,1013.1,30,25.74
2020-07-03,54.0,67.0,67.0,30.1,15.3,0.0,18.0,226,13.0,61,1014.7,0,30.52
2020-07-04,175.0,47.0,175.0,31.6,16.4,0.0,20.3,208,12.7,57,1014.5,0,29.75
2020-07-05,250.0,108.0,250.0,34.4,16.8,0.0,20.4,189,12.3,51,1012.2,0,30.4
2020-07-06,69.0,122.0,122.0,34.0,16.7,0.0,17.6,194,13.2,55,1010.5,1,30.03
2020-07-07,66.0,77.0,77.0,32.7,16.5,0.0,19.7,206,14.0,60,1011.1,2,30.16
2020-07-08,65.0,77.0,77.0,30.8,16.9,0.0,15.1,180,15.0,66,1011.2,22,27.48
2020-07-09,66.0,108.0,108.0,30.3,17.0,0.0,16.6,203,15.0,67,1011.9,40,29.27
2020-07-10,61.0,129.0,129.0,32.8,16.0,0.0,18.3,224,15.1,67,1014.2,32,28.33
2020-07-11,55.0,140.0,140.0,35.6,17.2,0.0,19.3,208,12.9,54,1014.2,2,28.58
2020-07-12,57.0,129.0,129.0,35.2,19.0,0.0,19.2,199,13.7,52,1011.6,6,28.94
2020-07-13,64.0,67.0,67.0,32.8,19.4,0.0,16.1,176,16.4,64,1011.9,3,28.79
2020-07-14,61.0,51.0,61.0,28.9,17.5,0.0,16.1,205,15.5,68,1013.7,12,27.59
2020-07-15,51.0,58.0,58.0,27.0,16.3,0.0,18.4,210,14.2,68,1013.5,14,27.47
2020-07-16,41.0,58.0,58.0,28.0,15.1,0.0,18.3,226,14.7,71,1012.8,6,28.38
2020-07-17,35.0,51.0,51.0,27.8,15.4,0.0,18.5,231,15.0,71,1014.5,12,27.76
2020-07-18,27.0,47.0,47.0,29.6,15.8,0.0,17.3,210,14.5,66,1014.5,0,29.13
2020-07-19,36.0,48.0,48.0,29.9,15.2,0.0,21.5,191,13.3,63,1013.7,3,29.33
2020-07-20,46.0,51.0,51.0,30.1,15.7,0.0,15.3,170,14.3,67,1012.8,10,28.38
2020-07-21,51.0,71.0,71.0,29.7,15.7,0.0,16.9,192,14.9,70,1010.7,39,27.82
2020-07-22,47.0,45.0,47.0,26.5,15.7,0.1,17.9,207,14.7,75,1011.5,33,24.81
2020-07-23,43.0,47.0,47.0,26.6,14.9,0.0,14.8,206,13.9,72,1012.6,26,24.03
2020-07-24,40.0,61.0,61.0,27.6,14.8,0.0,17.3,211,14.4,72,1012.9,16,26.29
2020-07-25,52.0,80.0,80.0,29.4,15.0,0.0,20.2,230,14.9,72,1013.0,22,27.0
2020-07-26,51.0,67.0,67.0,29.5,15.1,0.0,18.4,210,14.4,67,1012.9,10,28.53
2020-07-27,52.0,47.0,52.0,28.5,15.8,0.0,18.2,193,14.0,69,1012.6,11,28.27
2020-07-28,52.0,49.0,52.0,29.3,14.9,0.0,16.6,192,13.9,69,1011.8,3,28.53
2020-07-29,54.0,67.0,67.0,30.1,14.9,0.0,18.5,200,14.4,71,1012.3,19,27.46
2020-07-30,53.0,101.0,101.0,32.1,14.7,0.0,17.6,209,13.5,63,1013.0,14,27.94
2020-07-31,61.0,108.0,108.0,34.2,17.7,0.0,17.4,197,12.0,51,1011.7,0,28.04
2020-08-01,65.0,97.0,97.0,34.9,17.8,0.0,15.5,162,13.2,52,1012.1,0,28.85
2020-08-02,63.0,100.0,100.0,34.2,16.8,0.0,17.6,184,15.9,67,1013.6,10,28.36
2020-08-03,65.0,112.0,112.0,32.5,16.0,0.0,15.3,180,15.8,69,1013.3,45,27.34
2020-08-04,58.0,51.0,58.0,29.5,17.3,0.0,16.6,208,16.5,75,1013.7,24,26.45
2020-08-05,53.0,47.0,53.0,28.3,17.6,0.0,17.3,203,15.5,72,1013.2,31,24.98
2020-08-06,52.0,49.0,52.0,27.6,17.0,0.1,13.1,174,14.5,67,1012.4,28,24.55
2020-08-07,53.0,61.0,61.0,28.4,15.4,0.0,18.9,202,13.8,66,1013.2,7,27.63
2020-08-08,58.0,50.0,58.0,29.0,15.6,0.0,18.2,205,14.3,68,1014.5,0,27.34
2020-08-09,53.0,45.0,53.0,29.3,15.4,0.0,17.4,217,14.2,68,1013.8,3,27.54
2020-08-10,47.0,45.0,47.0,29.5,14.9,0.0,19.9,216,13.5,69,1013.2,25,27.79
2020-08-11,43.0,48.0,48.0,30.0,14.8,0.0,16.3,197,13.3,67,1012.6,18,27.57
2020-08-12,51.0,77.0,77.0,34.3,13.8,0.0,20.1,199,12.0,58,1011.8,3,27.19
2020-08-13,50.0,112.0,112.0,34.9,18.2,0.0,21.9,218,11.9,50,1011.5,76,20.94
2020-08-14,57.0,93.0,93.0,37.2,20.3,0.0,19.4,205,13.6,46,1010.7,20,25.76
2020-08-15,64.0,185.0,185.0,40.4,22.7,0.0,21.6,186,15.3,46,1009.3,22,24.15
2020-08-16,59.0,51.0,59.0,35.8,21.0,0.0,21.1,148,17.0,57,1011.5,32,25.31
2020-08-17,62.0,87.0,87.0,36.8,21.4,0.0,20.9,213,17.2,58,1012.1,36,23.9
2020-08-18,66.0,190.0,190.0,41.3,21.3,0.0,22.9,204,17.7,57,1011.6,45,22.84
2020-08-19,63.0,154.0,154.0,37.3,22.9,0.0,21.1,209,18.5,58,1009.7,41,23.83
2020-08-20,63.0,115.0,115.0,37.7,21.4,0.0,21.3,200,18.1,61,1007.5,4,25.61
2020-08-21,68.0,105.0,105.0,34.7,20.5,0.0,16.6,186,18.9,63,1008.4,51,24.26
2020-08-22,76.0,87.0,87.0,36.2,23.5,0.0,18.8,202,18.5,59,1010.2,33,23.0
2020-08-23,68.0,48.0,68.0,33.6,23.0,0.0,21.0,220,20.6,71,1011.0,20,23.91
2020-08-24,56.0,43.0,56.0,32.1,21.3,0.0,21.2,214,19.6,72,1010.3,17,23.81
2020-08-25,55.0,50.0,55.0,34.2,19.9,0.0,21.1,208,18.1,66,1009.3,2,25.16
2020-08-26,55.0,49.0,55.0,34.8,19.4,0.0,19.9,195,18.1,68,1007.3,12,25.1
2020-08-27,65.0,84.0,84.0,35.7,19.4,0.0,21.8,204,16.8,64,1006.4,0,25.51
2020-08-28,58.0,67.0,67.0,32.8,17.2,0.0,18.1,188,15.3,64,1008.7,2,25.46
2020-08-29,49.0,54.0,54.0,28.8,16.4,0.0,18.1,210,15.1,73,1011.5,20,24.6
2020-08-30,52.0,61.0,61.0,27.9,15.9,0.0,18.0,231,15.0,75,1010.9,36,24.59
2020-08-31,51.0,51.0,51.0,27.0,15.4,0.0,17.6,244,15.4,77,1010.8,29,23.33
2020-09-01,48.0,58.0,58.0,27.0,16.1,0.2,19.1,239,15.5,77,1013.7,48,21.11
2020-09-02,52.0,64.0,64.0,29.0,15.7,0.0,18.4,207,15.0,73,1014.9,29,23.7
2020-09-03,62.0,108.0,108.0,31.5,16.6,0.0,18.5,200,16.0,70,1013.1,10,23.75
2020-09-04,70.0,185.0,185.0,34.7,17.0,0.0,17.7,204,16.6,68,1011.7,13,23.73
2020-09-05,77.0,192.0,192.0,43.0,20.7,0.0,18.6,247,13.1,40,1010.6,3,23.73
2020-09-06,64.0,214.0,214.0,44.0,25.9,0.0,16.7,164,8.9,23,1009.6,1,24.21
2020-09-07,67.0,37.0,67.0,33.8,21.0,0.0,16.2,145,16.8,56,1007.5,4,23.56
2020-09-08,60.0,29.0,60.0,30.6,19.5,0.2,13.4,151,18.4,75,1005.2,43,18.98
2020-09-09,61.0,42.0,61.0,32.5,18.3,0.0,19.8,251,13.0,56,1009.5,10,23.92
2020-09-10,93.0,19.0,93.0,34.8,15.9,0.0,23.2,207,8.2,41,1014.4,24,23.94
2020-09-11,134.0,49.0,134.0,35.0,18.8,0.0,21.5,214,5.9,33,1014.0,0,24.22
2020-09-12,149.0,44.0,149.0,33.7,19.2,0.0,21.2,207,8.2,38,1011.5,0,23.93
2020-09-13,130.0,150.0,150.0,33.4,15.3,0.0,21.6,181,12.5,58,1011.9,0,23.53
2020-09-14,152.0,177.0,177.0,34.0,15.5,0.0,17.1,186,13.6,61,1013.8,1,23.31
